dym1qqej6n8wns43ltp7f0gl30862kxe243zzaf4j0,101000000000000000000;
dym1qqugh82lp2s3tmz63cvgp9wxwemakhe67dqm0g,1340000000000000000;
dym1qql8ka0lp9s4449x7a3aclfguj8d2y7e9mtpkh,1010000000000000000;
dym1qr42h9nq9ywrut7678jfm8uqggnatksnr06yec,6597000000000000000000;
dym1qrlm2k74k2ejrs3qqdhyqcdf4lw4nqac9nghqy,69076798113241378754;
dym1qyfjz79szufsl25rnm89qmx30td4a62ayyq3ed,2000000000000000000000;
dym1qyvg8lyqarrray95w0zwlps0sxc98hg7wm22cv,61000000000000000000;
dym1qyadww0q2n7y3gqcz7lhetyyuggrclhjt26ghd,23000000000000000000;
dym1q9gyedx79fxwe7jeeltk5fq73vsl5vqw5llte2,25500000000000000000;
dym1q9al6dtzpgj2lrdf4kyjqteq8qj0ufpu7sdk3c,657000000000000000000;
dym1qxxrac5xk9jw3x283mqm36zzgjgys5paa7su86,115050000000000000000;
dym1q8vf4u0y4wmmt5xlws38naa5asa8d2fxmw0tsk,128298123321488409906;
dym1q8vs0agy3w64fhrshwdndxlfc7e2u6rwxgufrf,5000000000000000000;
dym1qgysszdw0tcnj6xksm088nrx5cu8y6dm2znzt5,2000000000000000000;
dym1qgg9swaepfsuhljh29gdst8uulj3ff6e640aqf,52000000000000000000;
dym1qgh97j3jaw6pv2ery2gekvwqvaq0md5q6ep3r5,154950000000000000000;
dym1qguq96c8re4m6s4wz0nmpkdsqhvn62fu8cdydy,1340000000000000000000;
dym1qfj462m6cw9at80jmhlj5d7klg4e5vyyzk0p5g,100000000000000000;
dym1qfc4salcujyuvdsjj64cyrj47t7pazaf9csnzy,45922900000000000000;
dym1q204d0qd5hah07ldhvdpey0wz58tjjmnwhjftx,205000000000000000000;
dym1q2c8f9su8f9z5arzz9peuzquqxfl630lqppgjp,99990748940000000000;
dym1qtt9h4ssqcqjnm2fhl43vdfpp6jnlskps5fz84,11610000000000000000;
dym1qdpc4k4ylz056440gae88wg4n7hhzjzdyusmuh,55950000000000000000;
dym1qdr053hxuhpxd0vxc75k3jqzqkjc9pwvrwvzre,109950000000000000000;
