dym1qzm4whseekxm38shdw5sv0kemlr445hljndjt0, 29.13161117510117
dym1qyj2gh0ye2f72342ek60denv46jstk9fuyrc0f, 70.23414
dym1qy47z0x6umvjpejvvp32red2qvkcc4jg0jrkjc, 41019.406902523915
dym1qye6jhkhcxw773gv488tdf2jv6k8e45gdxdzaj, 50.0
dym1qxm3gklf2j4da5dunu05tualckg5rmjp6z3jl9, 24.32
dym1q8szdpwr56z975sk32t0qh6ngdfhet496dldpt, 60.0
dym1qfzrwn0a3c7ymj7xq4wggn4td8tc4sxvms57xy, 18.0
dym1qdrletdps6lvjxmsv2460wp3puvu3e73yu9euc, 11.0
dym1qwucenktr92jehyggm7wya37g3ptmrzczyk7ku, 6.364
dym1q0qt7wqjx5v9c5yu5aecs62dhcudcltcx0m4kr, 20.597126880000005
dym1q09v0shw6mz2gr94ph6ux6vvs0jgr9k6jc053p, 2.71
dym1qs2edn5pl3czgd4rqt6fvvvpas4t8d7uwlj5ne, 80.84
dym1qsmplwv5hhscewj279a7qrzspxz9pmc63pegc9, 13.77504108
dym1qny3zeq0nx2m04vwp23m0mm52wqmxfj5slehke, 2.0
dym1q5wjyx7zj6e0qdl7fds2ufynsdj2zyzg5umphh, 4.0
dym1qcz78hzgsedlvzyrvdwy05xt35ht0ky59prpeq, 71.5
dym1qc9czkzy37fl29phxwx022ccvq0u0kp8h0tjpx, 1.04399682
dym1q6hke8m04svpy75chrjea57ndvk8y6wdu6g7e2, 144.0
dym1qm7a704dhp797vycnwxgu4haqlzy8n652p93jf, 56.016
dym1pzyd0yakvt3v0dau7xc4jmz6wqws0k9ajj7cg5, 30.0
dym1pxsfsw2zmp7za7zmcejmyl9fd99ze8td0nhpwg, 382.0
dym1p8w43t72zq5u3m95a0pvy98462j844rd96vesy, 444.0
dym1pgh9nc8cy8a8a48n9073zxzq65lftg2fcmjl70, 26.0
dym1pfcxcnn4kv8xvpm65u95426lr9660vm2ewzpq9, 24.281545010600002
dym1p2nhq2mefjcl8flx8k9etrpdenj5rfav08vvze, 101.0
dym1pv2uk85sv4sr3a30fywcpq4t85ek9n7hsnzed4, 4.734
dym1pjzcj8qrdmxsmkgzawmj9f8vku0gurgj5jx5sx, 11.0
dym1pj2c9dstlxnaxfjz4hevfyyda44erxt7rwgmnc, 30.0
dym1pnwa7rgrq4tmkwp8qvcjc8w5e8w5cnt2psuha7, 150.82868833989852
dym1p46s756mwfcluvz9ugf4vcxhep9rz6wcvxfyxf, 2.059600219977364
dym1petppdly9cf5m82hyfxmddruuad04p7f5h3wcf, 11.0
dym1pmscvm78hlfvkg4eyyhpmcqwtvaah72k0xy2xs, 3.0
dym1p72fdy84npf0fm44tcymg4c7gk70hyxskwcas4, 250.0
dym1p7d8q4nu7nk8akt5djf9zsut35wx6urj0435fc, 137.0
dym1plggckglvxq7edpcxre4538vteafpaus5936af, 1.01
dym1pljfruaqxlhmzgtlxkaqlmw8y97mst3hwe7mjy, 10.0
dym1zpr3pyukezrndvk534eupjzkcctrz5e0mgc22f, 1.17064484
dym1zztztvn2c7e8rr3vqycxmdseje9ujakry42vwk, 62.88
dym1zyv604nly720dc0gclcg9pmljdc36uggyd3wna, 40.44444444444444
dym1z9f3ddepgau2krr3xkkvurupqtv2n0ln23rf7d, 28.4
dym1z8jxtscsjux4xklkrh2hp923ntfcsal0xqnt6k, 50.0
dym1z2y0ljd7gtm8y23drfq0pnttatstk2d0xp5z88, 20.0
dym1zvnvlgp8ca74mudmc0pv3esz4j3az4l9alxc3z, 50.0
dym1zwhhk0gjatt2y8923me2qtsqczt3svwx5lrgew, 22.0
dym1z096mgdrw5rmevphafyq7uzy59znwzevwrgvhc, 50.0
dym1z0a5n0tcux8l7zgupwgpnuzj78wk6apnmeyjh2, 25.0
dym1z340vun83zq0yzhutm2dwz9fkm67u2k5tge2ps, 28.0
dym1z37nsh3h3dgjeq9nntvqtdy74cufuf8w9zc7h0, 21700000.000000004
dym1zjn3gcvsa6ygvv97qcg6ltzydvqyrce9nhvz95, 51.9
dym1znzlhjm4z9uqzq46j4d3e385ntsa8xl5k9sxu2, 50.0
dym1z55qjjkh730rvnz2wjtjm5e7vxt9hz3xydvuf7, 5.02
dym1z49f5wg6ks9u7ajtepa54mzpdetacx2k6jf6y5, 50.65
